Cluster,Cluster_Name,Usage_kWh,CO2_tCO2,Lagging_PF,Sim_Cluster0,Sim_Cluster1,Sim_Cluster2,Top_Gap_Feature,Top_Gap_Value,Top_Priority,Top_Recommendation,N_Recommendations,Best_Sim
0,Low Load - Idle,-0.149363768954674,0.0,-1.0106866150146945,0.2283,0.0,0.0004,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -1.011, di bawah profil efisien (0.321). Gap = 1.332 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2283
0,Low Load - Idle,-0.1452806422962405,0.0,-0.9738177932139996,0.2254,0.0001,0.0004,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.974, di bawah profil efisien (0.321). Gap = 1.295 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2254
0,Low Load - Idle,-0.1452806422962405,0.0,-0.9652685012022444,0.2242,0.0001,0.0005,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.965, di bawah profil efisien (0.321). Gap = 1.286 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2242
0,Low Load - Idle,-0.0782104118227274,0.0,-1.007480630510286,0.2512,-0.0001,0.0002,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -1.007, di bawah profil efisien (0.321). Gap = 1.329 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2512
0,Low Load - Idle,-0.0630863216186698,0.0,-0.982367085225755,0.2524,-0.0,0.0003,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.982, di bawah profil efisien (0.321). Gap = 1.303 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2524
0,Low Load - Idle,0.4806581719885923,0.5024752879678589,-0.4672722415174997,0.4611,-0.0005,-0.0002,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.467, di bawah profil efisien (0.321). Gap = 0.788 — pasang capacitor bank untuk koreksi daya reaktif lagging.",5,0.4611
0,Low Load - Idle,0.812072142015629,1.0,-0.3302164039540476,0.5465,-0.0007,-0.0006,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.812 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.887 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5465
0,Low Load - Idle,0.8908391305806165,1.0,-0.0878974084958591,0.5299,-0.0006,-0.0004,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.891 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.966 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5299
0,Low Load - Idle,0.7829410369721328,1.0,0.197969543147208,0.4805,0.0001,0.0006,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.783 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.858 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.4805
0,Low Load - Idle,0.9560808930318108,1.49267073502145,0.1822067860005342,0.5412,-0.0002,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.956 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.031 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5412
0,Low Load - Idle,0.8547469500280571,1.0,0.0638525247127972,0.511,-0.0003,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.855 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.930 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.511
0,Low Load - Idle,0.8717100977553229,1.0,0.078813785733369,0.5096,-0.0003,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.872 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.947 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5096
0,Low Load - Idle,0.8763712807838651,1.0,0.0649211862142664,0.5104,-0.0002,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.876 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.951 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5104
0,Low Load - Idle,0.8309299567127757,1.0,0.0873630777451241,0.5042,-0.0001,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.831 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.906 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5042
0,Low Load - Idle,0.9349221810123856,1.49267073502145,0.0061448036334488,0.5595,-0.0003,-0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.935 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.010 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5595
0,Low Load - Idle,1.0078716686116296,1.49267073502145,0.0961795351322467,0.552,-0.0003,-0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.008 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.083 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.552
0,Low Load - Idle,1.1214683971078538,1.9805812918999728,-0.0037403152551429,0.5819,-0.0004,-0.0003,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.121 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.196 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5819
0,Low Load - Idle,0.940125534234107,1.49267073502145,0.0999198503873896,0.5464,-0.0002,0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.940 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.015 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5464
0,Low Load - Idle,0.9668531083078784,1.49267073502145,-0.0398076409297357,0.561,-0.0004,-0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.967 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.042 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.561
0,Low Load - Idle,0.9407711483331612,1.49267073502145,-0.0510285866951646,0.5609,-0.0003,-0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.941 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.016 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5609
2,High Load - Day Shift,0.6570670760721926,0.5024752879678589,-0.0635853593374301,0.8189,0.9595,0.9598,Leading_Current_Power_Factor,435.9444,1,"Usage = 0.657 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.732 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.9598
2,High Load - Day Shift,0.0670091518504645,0.0,0.3211327811915575,0.7455,1.0,1.0,Leading_Current_Power_Factor,73.7778,1,Leading PF = -370.056 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
2,High Load - Day Shift,0.087782124658435,0.0,0.3211327811915575,0.7455,1.0,1.0,Leading_Current_Power_Factor,82.6667,1,Leading PF = -361.167 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
2,High Load - Day Shift,0.1191041639710608,0.0,0.3211327811915575,0.7455,1.0,1.0,Leading_Current_Power_Factor,97.1667,1,Leading PF = -346.667 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
2,High Load - Day Shift,0.1154534067146191,0.0,0.3211327811915575,0.7455,1.0,1.0,Leading_Current_Power_Factor,93.2778,1,Leading PF = -350.556 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
2,High Load - Day Shift,0.6273469092214092,0.5024752879678589,0.2067860005343306,0.7922,0.978,0.9783,Leading_Current_Power_Factor,433.1667,1,"Usage = 0.627 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.702 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.9783
0,Low Load - Idle,0.9589249093082436,1.49267073502145,0.1199572535399411,0.5331,-0.0,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.959 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.034 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5331
0,Low Load - Idle,1.1558883734681658,2.463822776629468,0.0911033930002671,0.5757,-0.0002,-0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.156 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.231 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5757
0,Low Load - Idle,0.9792739849335316,1.49267073502145,0.1338498530590433,0.5266,0.0001,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.979 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.054 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5266
0,Low Load - Idle,1.0566309551057862,1.9805812918999728,0.0363344910499599,0.5621,-0.0002,-0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.057 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.131 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5621
0,Low Load - Idle,1.0732459485642418,1.9805812918999728,0.0967138658829813,0.5563,-0.0001,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.073 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.148 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5563
0,Low Load - Idle,0.9838688318264776,1.49267073502145,0.037135987176062,0.535,-0.0001,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.984 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.059 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.535
0,Low Load - Idle,0.9865772673882712,1.49267073502145,0.0283195297889394,0.5307,-0.0,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.987 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.061 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5307
0,Low Load - Idle,1.156149869318056,2.463822776629468,0.0716003205984502,0.5676,-0.0001,-0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.156 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.231 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5676
0,Low Load - Idle,1.0482741523644954,1.9805812918999728,0.1068661501469409,0.5472,0.0,0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.048 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.123 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5472
0,Low Load - Idle,1.0208230455753955,1.49267073502145,0.0162970878974084,0.5297,-0.0001,-0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.021 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.096 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.5297
0,Low Load - Idle,1.0158427842376268,1.49267073502145,0.0927063852524712,0.5157,0.0001,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.016 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.091 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5157
0,Low Load - Idle,1.0240215607091483,1.49267073502145,0.069997328346246,0.5174,0.0,0.0001,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.024 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.099 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5174
0,Low Load - Idle,1.0098254818539087,1.49267073502145,0.1143467806572268,0.5105,0.0001,0.0002,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.010 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.085 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5105
0,Low Load - Idle,1.1535646600669436,2.463822776629468,0.0964467005076142,0.5572,-0.0,0.0,Leading_Current_Power_Factor,443.8333,1,"Usage = 1.154 (scaled), jauh di atas profil efisien (-0.075). Gap = 1.228 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.5572
0,Low Load - Idle,0.7652160906097252,1.0,0.1870157627571467,0.4178,0.0007,0.001,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.765 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.840 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.4178
0,Low Load - Idle,0.8515238793241213,1.0,0.2161367886721878,0.42,0.0007,0.0009,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.852 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.926 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.42
0,Low Load - Idle,0.702458342875149,0.5024752879678589,0.2377771840769434,0.3001,0.0012,0.0016,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.702 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.777 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.3001
0,Low Load - Idle,0.7236125908326184,1.0,0.2113278119155757,0.4011,0.001,0.0013,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.724 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.798 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.4011
0,Low Load - Idle,0.7854366538677796,1.0,-0.0563718942025113,0.4476,0.0004,0.0004,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.785 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.860 — lakukan audit beban aktif dan identifikasi peralatan boros.",5,0.4476
0,Low Load - Idle,0.7203529722714148,1.0,0.0227090569062248,0.4281,0.0006,0.0007,Leading_Current_Power_Factor,443.8333,1,"Usage = 0.720 (scaled), jauh di atas profil efisien (-0.075). Gap = 0.795 — lakukan audit beban aktif dan identifikasi peralatan boros.",4,0.4281
2,High Load - Day Shift,0.2831672854555014,0.0,0.2644937216136787,0.7466,0.9999,0.9999,Leading_Current_Power_Factor,317.4444,1,Leading PF = -126.389 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,4,0.9999
2,High Load - Day Shift,0.0450797602316987,0.0,0.3211327811915575,0.7453,1.0,1.0,Leading_Current_Power_Factor,44.6111,1,Leading PF = -399.222 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,0.0218575658524459,0.0,0.3211327811915575,0.7452,1.0,1.0,Leading_Current_Power_Factor,34.5,1,Leading PF = -409.333 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0314212424174671,0.0,0.3211327811915575,0.7452,1.0,1.0,Leading_Current_Power_Factor,13.9444,1,Leading PF = -429.889 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0688991296241837,0.0,0.3211327811915575,0.7452,1.0,1.0,month,0.8,1,Leading PF = -443.167 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0688991296241837,0.0,0.3211327811915575,0.7452,1.0,1.0,month,0.8,1,Leading PF = -443.389 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0663974183850866,0.0,0.3211327811915575,0.7452,1.0,1.0,Leading_Current_Power_Factor,1.5556,1,Leading PF = -442.278 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0722596463400559,0.0,0.3211327811915575,0.7452,1.0,1.0,month,0.8,1,Leading PF = -444.556 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0782104118227274,0.0,0.3211327811915575,0.7451,1.0,1.0,Leading_Current_Power_Factor,-2.7778,1,Leading PF = -446.611 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0747989775555232,0.0,0.3211327811915575,0.7451,1.0,1.0,Leading_Current_Power_Factor,-1.1667,1,Leading PF = -445.000 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0747989775555232,0.0,0.3211327811915575,0.7451,1.0,1.0,Leading_Current_Power_Factor,-1.1667,1,Leading PF = -445.000 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0722596463400559,0.0,0.3211327811915575,0.7451,1.0,1.0,Leading_Current_Power_Factor,-1.1667,1,Leading PF = -445.000 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0688991296241837,0.0,0.3211327811915575,0.7451,1.0,1.0,month,0.8,1,Leading PF = -443.389 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0747989775555232,0.0,0.3211327811915575,0.7451,1.0,1.0,Leading_Current_Power_Factor,-1.8333,1,Leading PF = -445.667 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
1,Medium Load - Night Shift,-0.0782104118227274,0.0,0.3211327811915575,0.7451,1.0,1.0,month,0.8,1,Leading PF = -444.444 (scaled) — terdeteksi rendah (raw PF jauh di bawah 100%). Periksa kondisi kapasitor atau beban induktif pada sistem.,1,1.0
0,Low Load - Idle,-0.093938281482918,0.0,-1.0820197702377776,0.2862,0.2001,0.2,Leading_Current_Power_Factor,443.3889,1,"Lagging PF = -1.082, di bawah profil efisien (0.321). Gap = 1.403 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.2862
0,Low Load - Idle,-0.093938281482918,0.0,-1.1402618220678604,0.1426,0.001,0.0008,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -1.140, di bawah profil efisien (0.321). Gap = 1.461 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.1426
0,Low Load - Idle,-0.0903885439921072,0.0,-1.118888592038472,0.1399,0.001,0.0008,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -1.119, di bawah profil efisien (0.321). Gap = 1.440 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.1399
0,Low Load - Idle,-0.0453565406475038,0.0,-0.9855730697301632,0.1299,0.0011,0.0009,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.986, di bawah profil efisien (0.321). Gap = 1.307 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.1299
0,Low Load - Idle,-0.0157628297947682,0.0,-0.8116484103660168,0.1147,0.0013,0.0011,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -0.812, di bawah profil efisien (0.321). Gap = 1.133 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.1147
0,Low Load - Idle,-0.1002283292587639,0.0,-1.019503072401817,0.117,0.0012,0.001,Leading_Current_Power_Factor,443.8333,1,"Lagging PF = -1.020, di bawah profil efisien (0.321). Gap = 1.341 — pasang capacitor bank untuk koreksi daya reaktif lagging.",3,0.117
