Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,month,is_weekend
-0.0842524302704854,-0.9695983108626012,2.586283902853472,0.0,0.3211327811915575,-445.72222222220535,0.8526315789473684,0.9130434782608695,-0.8,0.0
-0.08165164065280218,-0.48868312914724327,2.131894444644785,0.0,0.12610205717339032,-370.5555555555415,0.8736842105263158,0.9130434782608695,-0.8,0.0
-0.07225964634005592,-0.07969847219316999,0.0,0.0,-0.5949772909430942,0.0,0.8947368421052632,0.9130434782608695,-0.8,0.0
-0.11032015020548629,-0.17696216981135407,0.0,0.0,-0.4931872829281328,0.0,0.9157894736842105,0.9130434782608695,-0.8,0.0
-0.0842524302704854,-0.13067059028450229,0.0,0.0,-0.5166978359604597,0.0,0.9368421052631579,1.0,-0.8,0.0
-0.0842524302704854,-0.16835535907751054,0.0,0.0,-0.4317392465936418,0.0,0.9578947368421052,1.0,-0.8,0.0
-0.11032015020548629,-0.22896812094331123,0.0,0.0,-0.375100187015763,0.0,0.9789473684210527,1.0,-0.8,0.0
-0.07225964634005592,-0.10621038973394926,0.0,0.0,-0.5345979161100723,0.0,1.0,1.0,-0.8,0.0
0.0,-0.07969847219316999,0.0,0.0,-0.3777718407694364,0.0,-1.0,-1.0,-0.8,0.0
-0.114054947803517,-0.2088734808074888,0.0,0.0,-0.4317392465936418,0.0,-0.9789473684210527,-1.0,-0.8,0.0
-0.05735802264737142,-0.03981754216446508,0.0,0.0,-0.6379909163772379,0.0,-0.9578947368421052,-1.0,-0.8,0.0
-0.1066204216472631,-0.1386920057466895,0.0,0.0,-0.5701309110339302,0.0,-0.9368421052631579,-1.0,-0.8,0.0
-0.10022832925876395,-0.14683456905559128,0.0,0.0,-0.530590435479562,0.0,-0.9157894736842105,-0.9130434782608695,-0.8,0.0
-0.05412171536491502,-0.029348402236974633,0.0,0.0,-0.6513491851456054,0.0,-0.8947368421052632,-0.9130434782608695,-0.8,0.0
-0.1066204216472631,-0.15510199580391207,0.0,0.0,-0.531926262356399,0.0,-0.8736842105263158,-0.9130434782608695,-0.8,0.0
-0.09038854399210727,-0.10621038973394926,0.0,0.0,-0.592572802564788,0.0,-0.8526315789473684,-0.9130434782608695,-0.8,0.0
-0.06308632161866981,-0.020004255598228764,0.0,0.0,-0.7018434410900349,0.0,-0.8315789473684211,-0.8260869565217391,-0.8,0.0
-0.10386824610499869,-0.15510199580391207,0.0,0.0,-0.5231098049692761,0.0,-0.8105263157894737,-0.8260869565217391,-0.8,0.0
-0.0782104118227274,-0.06439535122441904,0.0,0.0,-0.6494790275180339,0.0,-0.7894736842105263,-0.8260869565217391,-0.8,0.0
-0.07479897755552324,-0.061386168907544794,0.0,0.0,-0.6452043815121563,0.0,-0.7684210526315789,-0.8260869565217391,-0.8,0.0
-0.1066204216472631,-0.13409373680309,0.0,0.0,-0.5808175260486245,0.0,-0.7473684210526316,-0.7391304347826086,-0.8,0.0
-0.06889912962418372,-0.04367547465812046,0.0,0.0,-0.6665776115415444,0.0,-0.7263157894736842,-0.7391304347826086,-0.8,0.0
-0.08165164065280218,-0.09865469779044314,0.0,0.0,-0.5816190221747265,0.0,-0.7052631578947368,-0.7391304347826086,-0.8,0.0
-0.11032015020548629,-0.15988379003644929,0.0,0.0,-0.5327277584825008,0.0,-0.6842105263157895,-0.7391304347826086,-0.8,0.0
-0.05412171536491502,-0.03694210193267893,0.0,0.0,-0.6339834357467274,0.0,-0.6631578947368421,-0.6521739130434783,-0.8,0.0
-0.1066204216472631,-0.16835535907751054,0.0,0.0,-0.5012022441891533,0.0,-0.6421052631578947,-0.6521739130434783,-0.8,0.0
-0.1066204216472631,-0.15988379003644929,0.0,0.0,-0.5209724819663373,0.0,-0.6210526315789474,-0.6521739130434783,-0.8,0.0
-0.048521362453618044,-0.03313188278471534,0.0,0.0,-0.6248998129842374,0.0,-0.6,-0.6521739130434783,-0.8,0.0
-0.11032015020548629,-0.16835535907751054,0.0,0.0,-0.5132246860806843,0.0,-0.5789473684210527,-0.5652173913043478,-0.8,0.0
-0.09038854399210727,-0.12613994374483292,0.0,0.0,-0.5466203580016034,0.0,-0.5578947368421052,-0.5652173913043478,-0.8,0.0
-0.07225964634005592,-0.09438422979609375,0.0,0.0,-0.5613144536468077,0.0,-0.5368421052631579,-0.5652173913043478,-0.8,0.0
-0.11032015020548629,-0.16835535907751054,0.0,0.0,-0.5132246860806843,0.0,-0.5157894736842106,-0.5652173913043478,-0.8,0.0
-0.07225964634005592,-0.10621038973394926,0.0,0.0,-0.5345979161100723,0.0,-0.49473684210526314,-0.4782608695652174,-0.8,0.0
-0.0842524302704854,-0.12613994374483292,0.0,0.0,-0.5271172855997864,0.0,-0.47368421052631576,-0.4782608695652174,-0.8,0.0
-0.114054947803517,-0.19077103040249566,0.0,0.0,-0.4731498797755814,0.0,-0.45263157894736844,-0.4782608695652174,-0.8,0.0
-0.06308632161866981,-0.09438422979609375,0.0,0.0,-0.5324605931071336,0.0,-0.43157894736842106,-0.4782608695652174,-0.8,0.0
-0.10022832925876395,-0.17696216981135407,0.0,0.0,-0.46139460325941795,0.0,-0.4105263157894737,-0.391304347826087,-0.8,0.0
-0.0842524302704854,-0.15988379003644929,0.0,0.0,-0.4507079882447237,0.0,-0.3894736842105263,-0.391304347826087,-0.8,0.0
0.10375430124392385,-0.04367547465812046,0.0,0.0,-0.1878172588832488,0.0,-0.3684210526315789,-0.391304347826087,-0.8,0.0
0.09002405501137857,-0.022790534489360782,0.0,0.0,-0.2559444296019236,0.0,-0.3473684210526316,-0.391304347826087,-0.8,0.0
0.12630574140294615,-0.04658714923528276,0.0,0.0,-0.135720010686615,0.0,-0.3263157894736842,-0.30434782608695654,-0.8,0.0
0.6608918852519883,0.6409297578326547,0.05997197501246115,0.0,-0.10927063852524724,0.0,-0.30526315789473685,-0.30434782608695654,-0.8,0.0
0.8391134785945992,0.8579908677664897,0.0,0.0,-0.08041677798557323,0.0,-0.28421052631578947,-0.30434782608695654,-0.8,0.0
0.885308701107093,0.9672047982035936,0.0,0.0,-0.13972749131712545,0.0,-0.2631578947368421,-0.30434782608695654,-0.8,0.0
0.9149115047923576,0.4348223745407664,0.09250371345723492,0.0,0.25701309110339277,0.0,-0.24210526315789474,-0.21739130434782608,-0.8,0.0
0.9192956189680669,0.23385825394617193,0.0,0.0,0.2930804167779856,0.0,-0.22105263157894736,-0.21739130434782608,-0.8,0.0
0.8793227417491426,-0.04658714923528276,0.5874002431146377,0.0,0.3107133315522308,-0.11111111111108479,-0.2,-0.21739130434782608,-0.8,0.0
0.8549876208264373,-0.3194066689189091,0.6785033301308653,0.0,0.3179267966871492,-0.16666666666666666,-0.17894736842105263,-0.21739130434782608,-0.8,0.0
0.8908391305806165,0.15554812223853923,0.3827277794163188,0.0,0.2976222281592306,-0.05555555555558187,-0.15789473684210525,-0.13043478260869565,-0.8,0.0
0.9050771035491528,0.18547210237312295,0.11614219107560615,0.0,0.2962864012823936,0.0,-0.1368421052631579,-0.13043478260869565,-0.8,0.0
0.8937572568348883,0.23559090813847597,0.09250371345723492,0.0,0.28880577077210806,0.0,-0.11578947368421053,-0.13043478260869565,-0.8,0.0
1.0530087729825452,0.9220177284653704,0.0,0.0,0.12663638792412493,0.0,-0.09473684210526316,-0.13043478260869565,-0.8,0.0
1.0400372297357914,0.7970503516449795,0.0,0.0,0.18755009350788132,0.0,-0.07368421052631578,-0.043478260869565216,-0.8,0.0
1.2369352523790471,1.3350151764393152,0.0,0.0,-0.010953780390061738,0.0,-0.05263157894736842,-0.043478260869565216,-0.8,0.0
1.282694386365366,1.3894281559232589,0.0,0.0,-0.002938819129040862,0.0,-0.031578947368421054,-0.043478260869565216,-0.8,0.0
1.1015625662092676,1.1937656819058644,0.0,0.0,-0.05717339032861344,0.0,-0.010526315789473684,-0.043478260869565216,-0.8,0.0
1.2207264033481042,1.2978180999142828,0.0,0.0,0.004541811381245037,0.0,0.010526315789473684,0.043478260869565216,-0.8,0.0
0.5051791987792847,0.04287980387088,2.6509451942426603,0.0,0.2166711194229228,-159.44444444443843,0.031578947368421054,0.043478260869565216,-0.8,0.0
0.20588304349463435,-0.9695983108626012,2.9187678458605584,0.0,0.3211327811915575,-383.16666666665213,0.05263157894736842,0.043478260869565216,-0.8,0.0
0.1966115993423808,-0.9695983108626012,2.899461546809915,0.0,0.3211327811915575,-383.7777777777632,0.07368421052631578,0.043478260869565216,-0.8,0.0
0.18755331083313895,-0.9695983108626012,2.9044950093889508,0.0,0.3211327811915575,-388.6111111110964,0.09473684210526316,0.13043478260869565,-0.8,0.0
1.0503800280440838,0.8324942461573593,1.7883512121685083,0.0,0.17686347849318707,-1.8333333333332544,0.11578947368421053,0.13043478260869565,-0.8,0.0
1.130459021764925,1.1152844536394466,0.0,0.0,0.05957787870691932,0.0,0.1368421052631579,0.13043478260869565,-0.8,0.0
1.2243550249971724,1.1479963790693744,0.0,0.0,0.1301095378039004,0.0,0.15789473684210525,0.13043478260869565,-0.8,0.0
1.1711709761938853,1.07477403469424,0.0,0.0,0.13091103393000247,0.0,0.17894736842105263,0.21739130434782608,-0.8,0.0
1.2201554083575117,1.2031423315598717,0.0,0.0,0.08682874699438954,0.0,0.2,0.21739130434782608,-0.8,0.0
1.238695755685121,1.1860066705963506,0.0,0.0,0.11755276516163485,0.0,0.22105263157894736,0.21739130434782608,-0.8,0.0
1.0619788362820062,0.8379928586854007,0.0,0.0,0.18193962062516708,0.0,0.24210526315789474,0.21739130434782608,-0.8,0.0
1.2811202655641427,1.2547372655158917,0.0,0.0,0.10980496927598184,0.0,0.2631578947368421,0.30434782608695654,-0.8,0.0
1.0841998099273311,0.9513885794142565,0.0,0.0,0.1349185145605129,0.0,0.28421052631578947,0.30434782608695654,-0.8,0.0
1.274400688924839,1.2690029790443238,0.0,0.0,0.09270638525247127,0.0,0.30526315789473685,0.30434782608695654,-0.8,0.0
1.1986596591860443,1.1798381380066392,0.0,0.0,0.08228693561314451,0.0,0.3263157894736842,0.30434782608695654,-0.8,0.0
1.2393312446387017,1.2569100087058707,0.0,0.0,0.06465402083889933,0.0,0.3473684210526316,0.391304347826087,-0.8,0.0
1.2603210790337016,1.2174219891329559,0.0,0.0,0.11621693828479816,0.0,0.3684210526315789,0.391304347826087,-0.8,0.0
1.0788745487988896,0.9601824578355348,0.0,0.0,0.12449906492118615,0.0,0.3894736842105263,0.391304347826087,-0.8,0.0
1.2907109552557037,1.2914290117992135,0.0,0.0,0.09243921987710378,0.0,0.4105263157894737,0.391304347826087,-0.8,0.0
1.084379072076236,0.8952121803736777,0.0,0.0,0.16804702110606448,0.0,0.43157894736842106,0.4782608695652174,-0.8,0.0
0.9845043917797314,0.8035242007219816,0.0,0.0,0.1437349719476355,0.0,0.45263157894736844,0.4782608695652174,-0.8,0.0
1.1961372345637435,1.1506436581064752,0.0,0.0,0.10179000801496134,0.0,0.47368421052631576,0.4782608695652174,-0.8,0.0
1.1870240162992058,0.9568637112508986,0.0,0.0,0.2041143467806573,0.0,0.49473684210526314,0.4782608695652174,-0.8,0.0
1.0358532832633531,0.40238598029899814,0.6319518498575136,0.0,0.29040876302431184,-0.05555555555558187,0.5157894736842106,0.5652173913043478,-0.8,0.0
0.8015595334402479,0.5329206282557121,0.11614219107560615,0.0,0.16029922522041146,0.0,0.5368421052631579,0.5652173913043478,-0.8,0.0
0.7578966566688351,0.6702943647664017,0.0,0.0,0.006946299759550921,0.0,0.5578947368421052,0.5652173913043478,-0.8,0.0
0.7861058587782469,0.2620330950013339,0.3594003705424098,0.0,0.25915041410633194,-0.05555555555558187,0.5789473684210527,0.5652173913043478,-0.8,0.0
0.7315907346452254,-0.3808946710019116,0.8401114038202444,0.0,0.31685813518567996,-0.555555555555503,0.6,0.6521739130434783,-0.8,0.0
0.796568384690559,0.11239359542388902,0.3170391859477803,0.0,0.2893401015228427,-0.05555555555558187,0.6210526315789474,0.6521739130434783,-0.8,0.0
0.7428368033254743,-0.2911069142094633,0.7648573537292861,0.0,0.3147208121827412,-0.38888888888883627,0.6421052631578947,0.6521739130434783,-0.8,0.0
0.778096886991691,0.021866085379857812,0.3414928851615977,0.0,0.29735506278386314,-0.05555555555558187,0.6631578947368421,0.6521739130434783,-0.8,0.0
0.7656187663693482,-0.03313188278471534,0.3594003705424098,0.0,0.3013625434143736,-0.05555555555558187,0.6842105263157895,0.7391304347826086,-0.8,0.0
0.7126022921120131,-0.47343360202267093,1.4194706402604313,0.0,0.3184611274378842,-3.8888888888887574,0.7052631578947368,0.7391304347826086,-0.8,0.0
0.617360238522254,-0.9695983108626012,2.2823663086762322,0.0,0.3211327811915575,-52.499999999998025,0.7263157894736842,0.7391304347826086,-0.8,0.0
0.29430515807179164,-0.9695983108626012,2.82508456723093,0.0,0.3211327811915575,-320.55555555554344,0.7473684210526316,0.7391304347826086,-0.8,0.0
0.23902003953528314,-0.9695983108626012,2.8356347927339414,0.0,0.3211327811915575,-351.38888888887556,0.7684210526315789,0.8260869565217391,-0.8,0.0
0.13884716284103238,-0.9695983108626012,2.893383417542653,0.0,0.3211327811915575,-407.0555555555401,0.7894736842105263,0.8260869565217391,-0.8,0.0
0.033639718682811764,-0.9695983108626012,2.9376625862662986,0.0,0.3211327811915575,-450.3888888888718,0.8105263157894737,0.8260869565217391,-0.8,0.0
0.0317003306993075,-0.9695983108626012,2.935080238108442,0.0,0.3211327811915575,-450.66666666664963,0.8315789473684211,0.8260869565217391,-0.8,0.0
0.029099541081624363,-0.9695983108626012,2.936372352591256,0.0,0.3211327811915575,-451.611111111094,0.8526315789473684,0.9130434782608695,-0.8,0.0
0.021857565852445946,-0.40683786374646547,2.4816425559802258,0.0,0.15255142933475807,-386.5555555555409,0.8736842105263158,0.9130434782608695,-0.8,0.0
0.002101435362509413,0.01583243910163392,0.0,0.0,-0.5754742185412773,0.0,0.8947368421052632,0.9130434782608695,-0.8,0.0
0.004886027846098432,0.012354080162442377,0.0,0.0,-0.559444296019236,0.0,0.9157894736842105,0.9130434782608695,-0.8,0.0
0.004886027846098432,0.006212424881971648,0.0,0.0,-0.5460860272508683,0.0,0.9368421052631579,1.0,-0.8,0.0
-0.0028194624526434865,-0.04658714923528276,0.0,0.0,-0.45524979962596873,0.0,0.9578947368421052,1.0,-0.8,0.0
-0.0028194624526434865,-0.07557498161117848,0.0,0.0,-0.39406892866684484,0.0,0.9789473684210527,1.0,-0.8,0.0
