Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,month,is_weekend,Cluster
-0.048521362453618,-0.9695983108626012,2.7350221986860666,0.0,0.3211327811915575,-452.0555555555384,0.6631578947368421,0.6521739130434783,-0.8,0.0,1
-0.0816516406528021,-0.9695983108626012,2.5790676591034787,0.0,0.3211327811915575,-443.8888888888721,0.6842105263157895,0.7391304347826086,-0.8,0.0,1
-0.0429994955537978,-0.9695983108626012,2.799842264425729,0.0,0.3211327811915575,-457.7777777777604,0.7052631578947368,0.7391304347826086,-0.8,0.0,1
-0.0663974183850866,-0.9695983108626012,2.679434852833257,0.0,0.3211327811915575,-451.1666666666496,0.7263157894736842,0.7391304347826086,-0.8,0.0,1
-0.0816516406528021,-0.9695983108626012,2.5824425517569605,0.0,0.3211327811915575,-444.33333333331655,0.7473684210526316,0.7391304347826086,-0.8,0.0,1
-0.0291458663357524,-0.9695983108626012,2.8623514136659853,0.0,0.3211327811915575,-460.55555555553815,0.7684210526315789,0.8260869565217391,-0.8,0.0,1
-0.0816516406528021,-0.9695983108626012,2.5981819389229104,0.0,0.3211327811915575,-446.3333333333164,0.7894736842105263,0.8260869565217391,-0.8,0.0,1
-0.0842524302704854,-0.9695983108626012,2.5824425517569605,0.0,0.3211327811915575,-445.22222222220535,0.8105263157894737,0.8260869565217391,-0.8,0.0,1
-0.0261323281546479,-0.9695983108626012,2.894737719377157,0.0,0.3211327811915575,-463.1666666666491,0.8315789473684211,0.8260869565217391,-0.8,0.0,1
-0.0842524302704854,-0.9695983108626012,2.586283902853472,0.0,0.3211327811915575,-445.72222222220535,0.8526315789473684,0.9130434782608696,-0.8,0.0,1
-0.0816516406528021,-0.4886831291472432,2.131894444644785,0.0,0.1261020571733903,-370.5555555555415,0.8736842105263158,0.9130434782608696,-0.8,0.0,1
-0.0722596463400559,-0.0796984721931699,0.0,0.0,-0.5949772909430942,0.0,0.8947368421052632,0.9130434782608696,-0.8,0.0,0
-0.1103201502054862,-0.176962169811354,0.0,0.0,-0.4931872829281328,0.0,0.9157894736842104,0.9130434782608696,-0.8,0.0,0
-0.0842524302704854,-0.1306705902845022,0.0,0.0,-0.5166978359604597,0.0,0.936842105263158,1.0,-0.8,0.0,0
-0.0842524302704854,-0.1683553590775105,0.0,0.0,-0.4317392465936418,0.0,0.9578947368421052,1.0,-0.8,0.0,0
-0.1103201502054862,-0.2289681209433112,0.0,0.0,-0.375100187015763,0.0,0.9789473684210528,1.0,-0.8,0.0,0
-0.0722596463400559,-0.1062103897339492,0.0,0.0,-0.5345979161100723,0.0,1.0,1.0,-0.8,0.0,0
0.0,-0.0796984721931699,0.0,0.0,-0.3777718407694364,0.0,-1.0,-1.0,-0.8,0.0,0
-0.114054947803517,-0.2088734808074888,0.0,0.0,-0.4317392465936418,0.0,-0.9789473684210528,-1.0,-0.8,0.0,0
-0.0573580226473714,-0.039817542164465,0.0,0.0,-0.6379909163772379,0.0,-0.9578947368421052,-1.0,-0.8,0.0,0
-0.1066204216472631,-0.1386920057466895,0.0,0.0,-0.5701309110339302,0.0,-0.936842105263158,-1.0,-0.8,0.0,0
-0.1002283292587639,-0.1468345690555912,0.0,0.0,-0.530590435479562,0.0,-0.9157894736842104,-0.9130434782608696,-0.8,0.0,0
-0.054121715364915,-0.0293484022369746,0.0,0.0,-0.6513491851456054,0.0,-0.8947368421052632,-0.9130434782608696,-0.8,0.0,0
-0.1066204216472631,-0.155101995803912,0.0,0.0,-0.531926262356399,0.0,-0.8736842105263158,-0.9130434782608696,-0.8,0.0,0
-0.0903885439921072,-0.1062103897339492,0.0,0.0,-0.592572802564788,0.0,-0.8526315789473684,-0.9130434782608696,-0.8,0.0,0
-0.0630863216186698,-0.0200042555982287,0.0,0.0,-0.7018434410900349,0.0,-0.8315789473684211,-0.8260869565217391,-0.8,0.0,0
-0.1038682461049986,-0.155101995803912,0.0,0.0,-0.5231098049692761,0.0,-0.8105263157894737,-0.8260869565217391,-0.8,0.0,0
-0.0782104118227274,-0.064395351224419,0.0,0.0,-0.6494790275180339,0.0,-0.7894736842105263,-0.8260869565217391,-0.8,0.0,0
-0.0747989775555232,-0.0613861689075447,0.0,0.0,-0.6452043815121563,0.0,-0.7684210526315789,-0.8260869565217391,-0.8,0.0,0
-0.1066204216472631,-0.13409373680309,0.0,0.0,-0.5808175260486245,0.0,-0.7473684210526316,-0.7391304347826086,-0.8,0.0,0
-0.0688991296241837,-0.0436754746581204,0.0,0.0,-0.6665776115415444,0.0,-0.7263157894736842,-0.7391304347826086,-0.8,0.0,0
-0.0816516406528021,-0.0986546977904431,0.0,0.0,-0.5816190221747265,0.0,-0.7052631578947368,-0.7391304347826086,-0.8,0.0,0
-0.1103201502054862,-0.1598837900364492,0.0,0.0,-0.5327277584825008,0.0,-0.6842105263157895,-0.7391304347826086,-0.8,0.0,0
-0.054121715364915,-0.0369421019326789,0.0,0.0,-0.6339834357467274,0.0,-0.6631578947368421,-0.6521739130434783,-0.8,0.0,0
-0.1066204216472631,-0.1683553590775105,0.0,0.0,-0.5012022441891533,0.0,-0.6421052631578947,-0.6521739130434783,-0.8,0.0,0
-0.1066204216472631,-0.1598837900364492,0.0,0.0,-0.5209724819663373,0.0,-0.6210526315789474,-0.6521739130434783,-0.8,0.0,0
-0.048521362453618,-0.0331318827847153,0.0,0.0,-0.6248998129842374,0.0,-0.6,-0.6521739130434783,-0.8,0.0,0
-0.1103201502054862,-0.1683553590775105,0.0,0.0,-0.5132246860806843,0.0,-0.5789473684210527,-0.5652173913043478,-0.8,0.0,0
-0.0903885439921072,-0.1261399437448329,0.0,0.0,-0.5466203580016034,0.0,-0.5578947368421052,-0.5652173913043478,-0.8,0.0,0
-0.0722596463400559,-0.0943842297960937,0.0,0.0,-0.5613144536468077,0.0,-0.5368421052631579,-0.5652173913043478,-0.8,0.0,0
-0.1103201502054862,-0.1683553590775105,0.0,0.0,-0.5132246860806843,0.0,-0.5157894736842106,-0.5652173913043478,-0.8,0.0,0
-0.0722596463400559,-0.1062103897339492,0.0,0.0,-0.5345979161100723,0.0,-0.4947368421052631,-0.4782608695652174,-0.8,0.0,0
-0.0842524302704854,-0.1261399437448329,0.0,0.0,-0.5271172855997864,0.0,-0.4736842105263157,-0.4782608695652174,-0.8,0.0,0
-0.114054947803517,-0.1907710304024956,0.0,0.0,-0.4731498797755814,0.0,-0.4526315789473684,-0.4782608695652174,-0.8,0.0,0
-0.0630863216186698,-0.0943842297960937,0.0,0.0,-0.5324605931071336,0.0,-0.431578947368421,-0.4782608695652174,-0.8,0.0,0
-0.1002283292587639,-0.176962169811354,0.0,0.0,-0.4613946032594179,0.0,-0.4105263157894737,-0.391304347826087,-0.8,0.0,0
-0.0842524302704854,-0.1598837900364492,0.0,0.0,-0.4507079882447237,0.0,-0.3894736842105263,-0.391304347826087,-0.8,0.0,0
0.1037543012439238,-0.0436754746581204,0.0,0.0,-0.1878172588832488,0.0,-0.3684210526315789,-0.391304347826087,-0.8,0.0,0
0.0900240550113785,-0.0227905344893607,0.0,0.0,-0.2559444296019236,0.0,-0.3473684210526316,-0.391304347826087,-0.8,0.0,0
0.1263057414029461,-0.0465871492352827,0.0,0.0,-0.135720010686615,0.0,-0.3263157894736842,-0.3043478260869565,-0.8,0.0,0
0.6608918852519883,0.6409297578326547,0.0599719750124611,0.0,-0.1092706385252472,0.0,-0.3052631578947368,-0.3043478260869565,-0.8,0.0,0
0.8391134785945992,0.8579908677664897,0.0,0.0,-0.0804167779855732,0.0,-0.2842105263157894,-0.3043478260869565,-0.8,0.0,0
0.885308701107093,0.9672047982035936,0.0,0.0,-0.1397274913171254,0.0,-0.2631578947368421,-0.3043478260869565,-0.8,0.0,0
0.9149115047923576,0.4348223745407664,0.0925037134572349,0.0,0.2570130911033927,0.0,-0.2421052631578947,-0.217391304347826,-0.8,0.0,0
0.9192956189680668,0.2338582539461719,0.0,0.0,0.2930804167779856,0.0,-0.2210526315789473,-0.217391304347826,-0.8,0.0,0
0.8793227417491426,-0.0465871492352827,0.5874002431146377,0.0,0.3107133315522308,-0.1111111111110847,-0.2,-0.217391304347826,-0.8,0.0,0
0.8549876208264373,-0.3194066689189091,0.6785033301308653,0.0,0.3179267966871492,-0.1666666666666666,-0.1789473684210526,-0.217391304347826,-0.8,0.0,0
0.8908391305806165,0.1555481222385392,0.3827277794163188,0.0,0.2976222281592306,-0.0555555555555818,-0.1578947368421052,-0.1304347826086956,-0.8,0.0,0
0.9050771035491528,0.1854721023731229,0.1161421910756061,0.0,0.2962864012823936,0.0,-0.1368421052631579,-0.1304347826086956,-0.8,0.0,0
0.8937572568348883,0.2355909081384759,0.0925037134572349,0.0,0.288805770772108,0.0,-0.1157894736842105,-0.1304347826086956,-0.8,0.0,0
1.0530087729825452,0.9220177284653704,0.0,0.0,0.1266363879241249,0.0,-0.0947368421052631,-0.1304347826086956,-0.8,0.0,0
1.0400372297357914,0.7970503516449795,0.0,0.0,0.1875500935078813,0.0,-0.0736842105263157,-0.0434782608695652,-0.8,0.0,0
1.2369352523790471,1.3350151764393152,0.0,0.0,-0.0109537803900617,0.0,-0.0526315789473684,-0.0434782608695652,-0.8,0.0,0
1.282694386365366,1.3894281559232589,0.0,0.0,-0.0029388191290408,0.0,-0.031578947368421,-0.0434782608695652,-0.8,0.0,0
1.1015625662092676,1.1937656819058644,0.0,0.0,-0.0571733903286134,0.0,-0.0105263157894736,-0.0434782608695652,-0.8,0.0,0
1.2207264033481042,1.2978180999142828,0.0,0.0,0.004541811381245,0.0,0.0105263157894736,0.0434782608695652,-0.8,0.0,0
0.5051791987792847,0.04287980387088,2.6509451942426603,0.0,0.2166711194229228,-159.44444444443843,0.031578947368421,0.0434782608695652,-0.8,0.0,2
0.2058830434946343,-0.9695983108626012,2.9187678458605584,0.0,0.3211327811915575,-383.1666666666521,0.0526315789473684,0.0434782608695652,-0.8,0.0,1
0.1966115993423808,-0.9695983108626012,2.899461546809915,0.0,0.3211327811915575,-383.7777777777632,0.0736842105263157,0.0434782608695652,-0.8,0.0,1
0.1875533108331389,-0.9695983108626012,2.9044950093889508,0.0,0.3211327811915575,-388.6111111110964,0.0947368421052631,0.1304347826086956,-0.8,0.0,1
1.0503800280440838,0.8324942461573593,1.7883512121685083,0.0,0.176863478493187,-1.8333333333332544,0.1157894736842105,0.1304347826086956,-0.8,0.0,0
1.130459021764925,1.1152844536394466,0.0,0.0,0.0595778787069193,0.0,0.1368421052631579,0.1304347826086956,-0.8,0.0,0
1.2243550249971724,1.1479963790693744,0.0,0.0,0.1301095378039004,0.0,0.1578947368421052,0.1304347826086956,-0.8,0.0,0
1.171170976193885,1.07477403469424,0.0,0.0,0.1309110339300024,0.0,0.1789473684210526,0.217391304347826,-0.8,0.0,0
1.2201554083575117,1.2031423315598715,0.0,0.0,0.0868287469943895,0.0,0.2,0.217391304347826,-0.8,0.0,0
1.238695755685121,1.1860066705963506,0.0,0.0,0.1175527651616348,0.0,0.2210526315789473,0.217391304347826,-0.8,0.0,0
1.0619788362820062,0.8379928586854007,0.0,0.0,0.181939620625167,0.0,0.2421052631578947,0.217391304347826,-0.8,0.0,0
1.2811202655641427,1.2547372655158917,0.0,0.0,0.1098049692759818,0.0,0.2631578947368421,0.3043478260869565,-0.8,0.0,0
1.0841998099273311,0.9513885794142564,0.0,0.0,0.1349185145605129,0.0,0.2842105263157894,0.3043478260869565,-0.8,0.0,0
1.274400688924839,1.2690029790443238,0.0,0.0,0.0927063852524712,0.0,0.3052631578947368,0.3043478260869565,-0.8,0.0,0
1.1986596591860443,1.1798381380066392,0.0,0.0,0.0822869356131445,0.0,0.3263157894736842,0.3043478260869565,-0.8,0.0,0
1.2393312446387017,1.2569100087058709,0.0,0.0,0.0646540208388993,0.0,0.3473684210526316,0.391304347826087,-0.8,0.0,0
1.2603210790337016,1.217421989132956,0.0,0.0,0.1162169382847981,0.0,0.3684210526315789,0.391304347826087,-0.8,0.0,0
1.0788745487988896,0.9601824578355348,0.0,0.0,0.1244990649211861,0.0,0.3894736842105263,0.391304347826087,-0.8,0.0,0
1.2907109552557037,1.2914290117992135,0.0,0.0,0.0924392198771037,0.0,0.4105263157894737,0.391304347826087,-0.8,0.0,0
1.084379072076236,0.8952121803736777,0.0,0.0,0.1680470211060644,0.0,0.431578947368421,0.4782608695652174,-0.8,0.0,0
0.9845043917797314,0.8035242007219816,0.0,0.0,0.1437349719476355,0.0,0.4526315789473684,0.4782608695652174,-0.8,0.0,0
1.1961372345637435,1.1506436581064752,0.0,0.0,0.1017900080149613,0.0,0.4736842105263157,0.4782608695652174,-0.8,0.0,0
1.1870240162992058,0.9568637112508986,0.0,0.0,0.2041143467806573,0.0,0.4947368421052631,0.4782608695652174,-0.8,0.0,0
1.0358532832633531,0.4023859802989981,0.6319518498575136,0.0,0.2904087630243118,-0.0555555555555818,0.5157894736842106,0.5652173913043478,-0.8,0.0,0
0.8015595334402479,0.5329206282557121,0.1161421910756061,0.0,0.1602992252204114,0.0,0.5368421052631579,0.5652173913043478,-0.8,0.0,0
0.7578966566688351,0.6702943647664017,0.0,0.0,0.0069462997595509,0.0,0.5578947368421052,0.5652173913043478,-0.8,0.0,0
0.7861058587782469,0.2620330950013339,0.3594003705424098,0.0,0.2591504141063319,-0.0555555555555818,0.5789473684210527,0.5652173913043478,-0.8,0.0,0
0.7315907346452254,-0.3808946710019116,0.8401114038202444,0.0,0.3168581351856799,-0.555555555555503,0.6,0.6521739130434783,-0.8,0.0,0
0.796568384690559,0.112393595423889,0.3170391859477803,0.0,0.2893401015228427,-0.0555555555555818,0.6210526315789474,0.6521739130434783,-0.8,0.0,0
0.7428368033254743,-0.2911069142094633,0.7648573537292861,0.0,0.3147208121827412,-0.3888888888888362,0.6421052631578947,0.6521739130434783,-0.8,0.0,0
0.778096886991691,0.0218660853798578,0.3414928851615977,0.0,0.2973550627838631,-0.0555555555555818,0.6631578947368421,0.6521739130434783,-0.8,0.0,0
0.7656187663693482,-0.0331318827847153,0.3594003705424098,0.0,0.3013625434143736,-0.0555555555555818,0.6842105263157895,0.7391304347826086,-0.8,0.0,0
0.7126022921120131,-0.4734336020226709,1.4194706402604311,0.0,0.3184611274378842,-3.888888888888757,0.7052631578947368,0.7391304347826086,-0.8,0.0,0
0.617360238522254,-0.9695983108626012,2.282366308676232,0.0,0.3211327811915575,-52.499999999998025,0.7263157894736842,0.7391304347826086,-0.8,0.0,0
0.2943051580717916,-0.9695983108626012,2.82508456723093,0.0,0.3211327811915575,-320.55555555554344,0.7473684210526316,0.7391304347826086,-0.8,0.0,2
0.2390200395352831,-0.9695983108626012,2.8356347927339414,0.0,0.3211327811915575,-351.3888888888756,0.7684210526315789,0.8260869565217391,-0.8,0.0,1
0.1388471628410323,-0.9695983108626012,2.893383417542653,0.0,0.3211327811915575,-407.0555555555401,0.7894736842105263,0.8260869565217391,-0.8,0.0,1
0.0336397186828117,-0.9695983108626012,2.9376625862662986,0.0,0.3211327811915575,-450.3888888888718,0.8105263157894737,0.8260869565217391,-0.8,0.0,1
0.0317003306993075,-0.9695983108626012,2.935080238108442,0.0,0.3211327811915575,-450.6666666666496,0.8315789473684211,0.8260869565217391,-0.8,0.0,1
0.0290995410816243,-0.9695983108626012,2.936372352591256,0.0,0.3211327811915575,-451.611111111094,0.8526315789473684,0.9130434782608696,-0.8,0.0,1
0.0218575658524459,-0.4068378637464654,2.4816425559802258,0.0,0.152551429334758,-386.5555555555409,0.8736842105263158,0.9130434782608696,-0.8,0.0,1
